compound_id,molecule_hash,smiles,pre-selection_counts,target_replicate_1,target_replicate_2,target_replicate_3,input_count,selected_count
3036,hash_3036,CCCCCCC,19.0,4.0,4.0,22.0,19,12
3037,hash_3037,CCCCCCCC,21.0,4.0,7.0,24.0,21,16
3038,hash_3038,CCCCCCCCC,25.0,3.0,3.0,23.0,25,11
3039,hash_3039,CCCCCCCCCC,18.0,3.0,10.0,21.0,18,17
3040,hash_3040,C,19.0,5.0,2.0,30.0,19,13
3041,hash_3041,CC,16.0,6.0,2.0,25.0,16,13
3042,hash_3042,CCC,13.0,6.0,8.0,27.0,13,19
3043,hash_3043,CCCC,17.0,5.0,8.0,22.0,17,17
3044,hash_3044,CCCCC,14.0,4.0,4.0,24.0,14,13
3045,hash_3045,CCCCCC,31.0,6.0,4.0,28.0,31,16
3046,hash_3046,CCCCCCC,26.0,2.0,5.0,19.0,26,11
3047,hash_3047,CCCCCCCC,19.0,3.0,5.0,31.0,19,14
3048,hash_3048,CCCCCCCCC,18.0,3.0,2.0,25.0,18,10
3049,hash_3049,CCCCCCCCCC,18.0,5.0,4.0,31.0,18,15
3050,hash_3050,C,28.0,4.0,5.0,22.0,28,13
3051,hash_3051,CC,29.0,5.0,5.0,33.0,29,17
3052,hash_3052,CCC,16.0,9.0,2.0,28.0,16,17
3053,hash_3053,CCCC,20.0,4.0,5.0,18.0,20,13
3054,hash_3054,CCCCC,24.0,4.0,4.0,26.0,24,13
3055,hash_3055,CCCCCC,22.0,4.0,9.0,22.0,22,17
3056,hash_3056,CCCCCCC,15.0,5.0,5.0,32.0,15,16
3057,hash_3057,CCCCCCCC,24.0,4.0,4.0,21.0,24,12
3058,hash_3058,CCCCCCCCC,26.0,7.0,6.0,25.0,26,18
3059,hash_3059,CCCCCCCCCC,20.0,6.0,3.0,19.0,20,13
3060,hash_3060,C,22.0,6.0,11.0,23.0,22,22
3061,hash_3061,CC,18.0,8.0,8.0,28.0,18,22
3062,hash_3062,CCC,24.0,6.0,5.0,21.0,24,15
3063,hash_3063,CCCC,21.0,5.0,7.0,28.0,21,18
3064,hash_3064,CCCCC,23.0,3.0,3.0,23.0,23,11
3065,hash_3065,CCCCCC,22.0,6.0,4.0,19.0,22,14
3066,hash_3066,CCCCCCC,24.0,5.0,9.0,33.0,24,21
3067,hash_3067,CCCCCCCC,19.0,4.0,8.0,28.0,19,18
3068,hash_3068,CCCCCCCCC,25.0,0.0,12.0,26.0,25,17
3069,hash_3069,CCCCCCCCCC,16.0,8.0,7.0,20.0,16,19
3070,hash_3070,C,23.0,1.0,8.0,34.0,23,16
3071,hash_3071,CC,22.0,3.0,2.0,30.0,22,11
3072,hash_3072,CCC,11.0,4.0,1.0,35.0,11,12
3073,hash_3073,CCCC,24.0,6.0,6.0,20.0,24,16
3074,hash_3074,CCCCC,17.0,6.0,2.0,31.0,17,14
3075,hash_3075,CCCCCC,19.0,5.0,4.0,26.0,19,14
3076,hash_3076,CCCCCCC,22.0,8.0,7.0,27.0,22,20
3077,hash_3077,CCCCCCCC,26.0,7.0,6.0,18.0,26,17
3078,hash_3078,CCCCCCCCC,14.0,3.0,7.0,22.0,14,14
3079,hash_3079,CCCCCCCCCC,33.0,3.0,5.0,25.0,33,13
3080,hash_3080,C,17.0,6.0,9.0,24.0,17,20
3081,hash_3081,CC,13.0,2.0,4.0,16.0,13,9
3082,hash_3082,CCC,24.0,5.0,4.0,28.0,24,15
3083,hash_3083,CCCC,22.0,4.0,4.0,29.0,22,14
3084,hash_3084,CCCCC,18.0,7.0,2.0,26.0,18,14
3085,hash_3085,CCCCCC,15.0,5.0,3.0,22.0,15,12
3086,hash_3086,CCCCCCC,28.0,8.0,5.0,21.0,28,17
3087,hash_3087,CCCCCCCC,17.0,6.0,4.0,24.0,17,15
3088,hash_3088,CCCCCCCCC,24.0,7.0,2.0,30.0,24,15
3089,hash_3089,CCCCCCCCCC,17.0,2.0,9.0,25.0,17,16
3090,hash_3090,C,18.0,11.0,2.0,31.0,18,19
3091,hash_3091,CC,20.0,6.0,6.0,31.0,20,18
3092,hash_3092,CCC,27.0,8.0,9.0,23.0,27,22
3093,hash_3093,CCCC,31.0,4.0,9.0,24.0,31,18
3094,hash_3094,CCCCC,21.0,8.0,6.0,26.0,21,19
3095,hash_3095,CCCCCC,20.0,4.0,5.0,23.0,20,14
3096,hash_3096,CCCCCCC,24.0,9.0,3.0,21.0,24,16
3097,hash_3097,CCCCCCCC,24.0,8.0,9.0,28.0,24,23
3098,hash_3098,CCCCCCCCC,21.0,4.0,9.0,21.0,21,17
3099,hash_3099,CCCCCCCCCC,25.0,4.0,6.0,33.0,25,17
3100,hash_3100,C,10.0,5.0,4.0,25.0,10,14
3101,hash_3101,CC,16.0,5.0,8.0,25.0,16,18
3102,hash_3102,CCC,16.0,2.0,5.0,21.0,16,11
3103,hash_3103,CCCC,30.0,3.0,5.0,25.0,30,13
3104,hash_3104,CCCCC,18.0,8.0,6.0,31.0,18,20
3105,hash_3105,CCCCCC,21.0,4.0,2.0,29.0,21,12
3106,hash_3106,CCCCCCC,18.0,5.0,9.0,30.0,18,20
3107,hash_3107,CCCCCCCC,9.0,4.0,6.0,26.0,9,15
3108,hash_3108,CCCCCCCCC,23.0,7.0,5.0,30.0,23,18
3109,hash_3109,CCCCCCCCCC,24.0,9.0,8.0,22.0,24,21
3110,hash_3110,C,11.0,6.0,5.0,20.0,11,15
3111,hash_3111,CC,19.0,6.0,4.0,20.0,19,14
3112,hash_3112,CCC,19.0,4.0,5.0,29.0,19,15
3113,hash_3113,CCCC,20.0,4.0,4.0,15.0,20,11
3114,hash_3114,CCCCC,24.0,3.0,6.0,21.0,24,13
3115,hash_3115,CCCCCC,17.0,8.0,7.0,21.0,17,19
3116,hash_3116,CCCCCCC,19.0,5.0,2.0,24.0,19,12
3117,hash_3117,CCCCCCCC,24.0,11.0,6.0,23.0,24,22
3118,hash_3118,CCCCCCCCC,22.0,5.0,3.0,31.0,22,14
3119,hash_3119,CCCCCCCCCC,20.0,5.0,2.0,19.0,20,11
3120,hash_3120,C,26.0,4.0,6.0,20.0,26,14
3121,hash_3121,CC,17.0,3.0,4.0,27.0,17,12
3122,hash_3122,CCC,20.0,11.0,4.0,16.0,20,18
3123,hash_3123,CCCC,32.0,4.0,5.0,24.0,32,14
3124,hash_3124,CCCCC,19.0,5.0,4.0,14.0,19,12
3125,hash_3125,CCCCCC,11.0,7.0,6.0,24.0,11,18
3126,hash_3126,CCCCCCC,17.0,7.0,5.0,23.0,17,17
3127,hash_3127,CCCCCCCC,24.0,7.0,5.0,33.0,24,19
3128,hash_3128,CCCCCCCCC,22.0,4.0,4.0,27.0,22,13
3129,hash_3129,CCCCCCCCCC,12.0,4.0,4.0,27.0,12,13
3130,hash_3130,C,22.0,6.0,1.0,29.0,22,13
3131,hash_3131,CC,17.0,3.0,6.0,21.0,17,13
3132,hash_3132,CCC,26.0,4.0,9.0,27.0,26,18
3133,hash_3133,CCCC,23.0,7.0,2.0,32.0,23,15
3134,hash_3134,CCCCC,16.0,7.0,9.0,24.0,16,21
3135,hash_3135,CCCCCC,15.0,6.0,6.0,29.0,15,18
3136,hash_3136,CCCCCCC,12.0,7.0,8.0,20.0,12,19
3137,hash_3137,CCCCCCCC,20.0,3.0,7.0,22.0,20,14
3138,hash_3138,CCCCCCCCC,22.0,6.0,6.0,29.0,22,18
3139,hash_3139,CCCCCCCCCC,20.0,5.0,8.0,24.0,20,18
3140,hash_3140,C,20.0,4.0,2.0,26.0,20,11
3141,hash_3141,CC,25.0,7.0,0.0,30.0,25,13
3142,hash_3142,CCC,22.0,8.0,5.0,30.0,22,19
3143,hash_3143,CCCC,24.0,7.0,5.0,23.0,24,17
3144,hash_3144,CCCCC,18.0,3.0,8.0,18.0,18,15
3145,hash_3145,CCCCCC,27.0,2.0,7.0,22.0,27,13
3146,hash_3146,CCCCCCC,18.0,5.0,6.0,21.0,18,15
3147,hash_3147,CCCCCCCC,24.0,4.0,5.0,32.0,24,15
3148,hash_3148,CCCCCCCCC,22.0,1.0,5.0,27.0,22,11
3149,hash_3149,CCCCCCCCCC,16.0,3.0,4.0,18.0,16,11
3150,hash_3150,C,13.0,5.0,5.0,34.0,13,17
3151,hash_3151,CC,12.0,2.0,7.0,19.0,12,13
3152,hash_3152,CCC,11.0,6.0,11.0,23.0,11,22
3153,hash_3153,CCCC,13.0,5.0,8.0,24.0,13,18
3154,hash_3154,CCCCC,19.0,4.0,6.0,29.0,19,16
3155,hash_3155,CCCCCC,19.0,4.0,1.0,31.0,19,11
3156,hash_3156,CCCCCCC,16.0,8.0,10.0,22.0,16,22
3157,hash_3157,CCCCCCCC,15.0,8.0,5.0,26.0,15,18
3158,hash_3158,CCCCCCCCC,20.0,7.0,4.0,24.0,20,16
3159,hash_3159,CCCCCCCCCC,22.0,2.0,5.0,24.0,22,12
3160,hash_3160,C,16.0,2.0,7.0,36.0,16,16
3161,hash_3161,CC,19.0,9.0,6.0,30.0,19,21
3162,hash_3162,CCC,14.0,5.0,5.0,23.0,14,15
3163,hash_3163,CCCC,19.0,4.0,3.0,25.0,19,12
3164,hash_3164,CCCCC,17.0,5.0,5.0,36.0,17,17
3165,hash_3165,CCCCCC,23.0,7.0,4.0,21.0,23,15
3166,hash_3166,CCCCCCC,19.0,1.0,6.0,29.0,19,13
3167,hash_3167,CCCCCCCC,17.0,7.0,7.0,29.0,17,20
3168,hash_3168,CCCCCCCCC,17.0,4.0,3.0,25.0,17,12
3169,hash_3169,CCCCCCCCCC,21.0,3.0,5.0,25.0,21,13
3170,hash_3170,C,26.0,4.0,7.0,30.0,26,17
3171,hash_3171,CC,17.0,6.0,4.0,25.0,17,15
3172,hash_3172,CCC,17.0,6.0,5.0,17.0,17,14
3173,hash_3173,CCCC,29.0,6.0,5.0,38.0,29,19
3174,hash_3174,CCCCC,21.0,6.0,2.0,22.0,21,12
3175,hash_3175,CCCCCC,20.0,10.0,4.0,28.0,20,20
3176,hash_3176,CCCCCCC,9.0,3.0,4.0,17.0,9,10
3177,hash_3177,CCCCCCCC,16.0,6.0,1.0,29.0,16,13
3178,hash_3178,CCCCCCCCC,20.0,4.0,6.0,22.0,20,14
3179,hash_3179,CCCCCCCCCC,18.0,7.0,2.0,27.0,18,14
3180,hash_3180,C,21.0,5.0,5.0,19.0,21,14
3181,hash_3181,CC,15.0,5.0,5.0,25.0,15,15
3182,hash_3182,CCC,22.0,3.0,6.0,21.0,22,13
3183,hash_3183,CCCC,15.0,3.0,2.0,29.0,15,11
3184,hash_3184,CCCCC,17.0,5.0,1.0,22.0,17,10
3185,hash_3185,CCCCCC,34.0,5.0,6.0,32.0,34,17
3186,hash_3186,CCCCCCC,21.0,2.0,3.0,23.0,21,10
3187,hash_3187,CCCCCCCC,22.0,4.0,10.0,22.0,22,18
3188,hash_3188,CCCCCCCCC,19.0,8.0,7.0,32.0,19,21
3189,hash_3189,CCCCCCCCCC,18.0,4.0,3.0,27.0,18,12
3190,hash_3190,C,14.0,4.0,3.0,25.0,14,12
3191,hash_3191,CC,15.0,7.0,5.0,34.0,15,19
3192,hash_3192,CCC,12.0,3.0,4.0,22.0,12,11
3193,hash_3193,CCCC,22.0,5.0,15.0,36.0,22,27
3194,hash_3194,CCCCC,17.0,3.0,4.0,19.0,17,11
3195,hash_3195,CCCCCC,19.0,8.0,9.0,23.0,19,22
3196,hash_3196,CCCCCCC,16.0,3.0,5.0,21.0,16,12
3197,hash_3197,CCCCCCCC,23.0,4.0,6.0,28.0,23,16
3198,hash_3198,CCCCCCCCC,22.0,7.0,4.0,24.0,22,16
3199,hash_3199,CCCCCCCCCC,25.0,8.0,3.0,35.0,25,18
3200,hash_3200,C,11.0,4.0,6.0,22.0,11,14
3201,hash_3201,CC,13.0,3.0,5.0,27.0,13,13
3202,hash_3202,CCC,30.0,5.0,5.0,28.0,30,16
3203,hash_3203,CCCC,16.0,5.0,9.0,23.0,16,19
3204,hash_3204,CCCCC,19.0,4.0,4.0,21.0,19,12
3205,hash_3205,CCCCCC,26.0,8.0,10.0,22.0,26,22
3206,hash_3206,CCCCCCC,26.0,5.0,9.0,24.0,26,19
3207,hash_3207,CCCCCCCC,19.0,3.0,8.0,27.0,19,16
3208,hash_3208,CCCCCCCCC,21.0,2.0,3.0,26.0,21,10
3209,hash_3209,CCCCCCCCCC,18.0,6.0,5.0,19.0,18,15
3210,hash_3210,C,20.0,4.0,3.0,30.0,20,13
3211,hash_3211,CC,13.0,3.0,7.0,41.0,13,18
3212,hash_3212,CCC,30.0,5.0,2.0,29.0,30,13
3213,hash_3213,CCCC,22.0,6.0,5.0,33.0,22,18
3214,hash_3214,CCCCC,26.0,3.0,8.0,31.0,26,17
3215,hash_3215,CCCCCC,12.0,3.0,7.0,23.0,12,15
3216,hash_3216,CCCCCCC,20.0,4.0,2.0,31.0,20,12
3217,hash_3217,CCCCCCCC,15.0,4.0,3.0,21.0,15,11
3218,hash_3218,CCCCCCCCC,11.0,7.0,5.0,24.0,11,17
3219,hash_3219,CCCCCCCCCC,19.0,8.0,6.0,11.0,19,16
3220,hash_3220,C,14.0,3.0,6.0,34.0,14,16
3221,hash_3221,CC,10.0,2.0,7.0,26.0,10,14
3222,hash_3222,CCC,21.0,6.0,9.0,24.0,21,20
3223,hash_3223,CCCC,16.0,8.0,3.0,20.0,16,15
3224,hash_3224,CCCCC,21.0,8.0,3.0,34.0,21,18
3225,hash_3225,CCCCCC,13.0,1.0,6.0,25.0,13,12
3226,hash_3226,CCCCCCC,24.0,6.0,2.0,27.0,24,13
3227,hash_3227,CCCCCCCC,14.0,4.0,4.0,18.0,14,12
3228,hash_3228,CCCCCCCCC,16.0,5.0,5.0,21.0,16,14
3229,hash_3229,CCCCCCCCCC,17.0,2.0,4.0,30.0,17,12
3230,hash_3230,C,20.0,4.0,2.0,26.0,20,11
3231,hash_3231,CC,18.0,7.0,8.0,25.0,18,20
3232,hash_3232,CCC,12.0,6.0,5.0,26.0,12,16
3233,hash_3233,CCCC,19.0,4.0,4.0,23.0,19,13
3234,hash_3234,CCCCC,23.0,7.0,6.0,23.0,23,18
3235,hash_3235,CCCCCC,32.0,5.0,4.0,23.0,32,14
3236,hash_3236,CCCCCCC,30.0,6.0,6.0,29.0,30,18
3237,hash_3237,CCCCCCCC,17.0,1.0,4.0,25.0,17,10
3238,hash_3238,CCCCCCCCC,20.0,2.0,9.0,20.0,20,15
3239,hash_3239,CCCCCCCCCC,28.0,5.0,6.0,25.0,28,16
3240,hash_3240,C,13.0,3.0,2.0,23.0,13,10
3241,hash_3241,CC,26.0,3.0,2.0,25.0,26,10
3242,hash_3242,CCC,20.0,3.0,3.0,28.0,20,12
3243,hash_3243,CCCC,16.0,6.0,3.0,26.0,16,14
3244,hash_3244,CCCCC,25.0,2.0,7.0,21.0,25,13
3245,hash_3245,CCCCCC,22.0,5.0,4.0,32.0,22,15
3246,hash_3246,CCCCCCC,18.0,5.0,3.0,28.0,18,14
3247,hash_3247,CCCCCCCC,26.0,5.0,4.0,21.0,26,13
3248,hash_3248,CCCCCCCCC,20.0,4.0,8.0,23.0,20,17
3249,hash_3249,CCCCCCCCCC,25.0,6.0,5.0,43.0,25,20
3250,hash_3250,C,16.0,2.0,3.0,22.0,16,9
3251,hash_3251,CC,20.0,5.0,8.0,15.0,20,16
3252,hash_3252,CCC,12.0,4.0,4.0,23.0,12,13
3253,hash_3253,CCCC,26.0,4.0,9.0,20.0,26,17
3254,hash_3254,CCCCC,16.0,5.0,7.0,24.0,16,17
3255,hash_3255,CCCCCC,20.0,11.0,5.0,22.0,20,20
3256,hash_3256,CCCCCCC,20.0,5.0,6.0,22.0,20,15
3257,hash_3257,CCCCCCCC,23.0,4.0,8.0,23.0,23,17
3258,hash_3258,CCCCCCCCC,20.0,4.0,6.0,26.0,20,15
3259,hash_3259,CCCCCCCCCC,23.0,8.0,3.0,27.0,23,16
3260,hash_3260,C,16.0,5.0,5.0,22.0,16,14
3261,hash_3261,CC,22.0,8.0,3.0,25.0,22,16
3262,hash_3262,CCC,17.0,5.0,2.0,26.0,17,12
3263,hash_3263,CCCC,15.0,5.0,2.0,24.0,15,12
3264,hash_3264,CCCCC,22.0,6.0,8.0,33.0,22,21
3265,hash_3265,CCCCCC,25.0,7.0,5.0,22.0,25,16
3266,hash_3266,CCCCCCC,27.0,8.0,4.0,26.0,27,17
3267,hash_3267,CCCCCCCC,16.0,3.0,3.0,21.0,16,10
3268,hash_3268,CCCCCCCCC,19.0,4.0,11.0,14.0,19,18
3269,hash_3269,CCCCCCCCCC,22.0,6.0,4.0,31.0,22,16
3270,hash_3270,C,16.0,8.0,3.0,20.0,16,15
3271,hash_3271,CC,21.0,3.0,9.0,20.0,21,16
3272,hash_3272,CCC,13.0,6.0,6.0,19.0,13,16
3273,hash_3273,CCCC,19.0,4.0,6.0,29.0,19,16
3274,hash_3274,CCCCC,20.0,3.0,4.0,26.0,20,12
3275,hash_3275,CCCCCC,23.0,4.0,8.0,23.0,23,17
3276,hash_3276,CCCCCCC,25.0,4.0,1.0,31.0,25,11
3277,hash_3277,CCCCCCCC,15.0,4.0,7.0,29.0,15,17
3278,hash_3278,CCCCCCCCC,19.0,3.0,5.0,24.0,19,13
3279,hash_3279,CCCCCCCCCC,19.0,7.0,7.0,19.0,19,18
3280,hash_3280,C,15.0,8.0,4.0,29.0,15,18
3281,hash_3281,CC,20.0,9.0,6.0,24.0,20,20
3282,hash_3282,CCC,21.0,6.0,1.0,30.0,21,13
3283,hash_3283,CCCC,19.0,6.0,2.0,25.0,19,13
3284,hash_3284,CCCCC,28.0,5.0,5.0,34.0,28,17
3285,hash_3285,CCCCCC,24.0,3.0,4.0,33.0,24,14
3286,hash_3286,CCCCCCC,21.0,1.0,10.0,26.0,21,16
3287,hash_3287,CCCCCCCC,19.0,8.0,3.0,24.0,19,16
3288,hash_3288,CCCCCCCCC,25.0,4.0,8.0,28.0,25,18
3289,hash_3289,CCCCCCCCCC,22.0,6.0,4.0,37.0,22,17
3290,hash_3290,C,21.0,4.0,6.0,31.0,21,16
3291,hash_3291,CC,12.0,0.0,5.0,18.0,12,9
3292,hash_3292,CCC,12.0,3.0,6.0,26.0,12,14
3293,hash_3293,CCCC,17.0,6.0,5.0,25.0,17,16
3294,hash_3294,CCCCC,16.0,3.0,6.0,21.0,16,13
3295,hash_3295,CCCCCC,20.0,2.0,1.0,22.0,20,7
3296,hash_3296,CCCCCCC,22.0,2.0,8.0,27.0,22,15
3297,hash_3297,CCCCCCCC,19.0,6.0,1.0,21.0,19,11
3298,hash_3298,CCCCCCCCC,19.0,5.0,4.0,29.0,19,15
3299,hash_3299,CCCCCCCCCC,24.0,5.0,5.0,17.0,24,13
3300,hash_3300,C,13.0,5.0,12.0,30.0,13,23
3301,hash_3301,CC,21.0,3.0,3.0,26.0,21,11
3302,hash_3302,CCC,18.0,6.0,4.0,24.0,18,15
3303,hash_3303,CCCC,18.0,2.0,8.0,21.0,18,14
3304,hash_3304,CCCCC,14.0,9.0,6.0,18.0,14,19
3305,hash_3305,CCCCCC,23.0,3.0,8.0,24.0,23,16
3306,hash_3306,CCCCCCC,19.0,5.0,4.0,26.0,19,14
3307,hash_3307,CCCCCCCC,34.0,1.0,8.0,27.0,34,14
3308,hash_3308,CCCCCCCCC,29.0,4.0,6.0,26.0,29,15
3309,hash_3309,CCCCCCCCCC,20.0,3.0,5.0,20.0,20,12
3310,hash_3310,C,13.0,1.0,8.0,31.0,13,15
3311,hash_3311,CC,26.0,5.0,6.0,30.0,26,17
3312,hash_3312,CCC,21.0,4.0,5.0,33.0,21,16
3313,hash_3313,CCCC,16.0,6.0,2.0,25.0,16,13
3314,hash_3314,CCCCC,20.0,4.0,4.0,26.0,20,13
3315,hash_3315,CCCCCC,14.0,4.0,8.0,22.0,14,16
3316,hash_3316,CCCCCCC,27.0,8.0,10.0,22.0,27,22
3317,hash_3317,CCCCCCCC,23.0,4.0,4.0,18.0,23,12
3318,hash_3318,CCCCCCCCC,20.0,3.0,5.0,32.0,20,14
3319,hash_3319,CCCCCCCCCC,26.0,6.0,4.0,30.0,26,16
3320,hash_3320,C,18.0,5.0,6.0,33.0,18,18
3321,hash_3321,CC,24.0,6.0,5.0,19.0,24,15
3322,hash_3322,CCC,19.0,10.0,1.0,18.0,19,15
3323,hash_3323,CCCC,30.0,8.0,6.0,20.0,30,18
3324,hash_3324,CCCCC,23.0,4.0,5.0,22.0,23,13
3325,hash_3325,CCCCCC,18.0,4.0,4.0,24.0,18,13
3326,hash_3326,CCCCCCC,25.0,7.0,8.0,17.0,25,18
3327,hash_3327,CCCCCCCC,23.0,5.0,6.0,27.0,23,16
3328,hash_3328,CCCCCCCCC,16.0,6.0,5.0,22.0,16,15
3329,hash_3329,CCCCCCCCCC,20.0,8.0,4.0,25.0,20,17
3330,hash_3330,C,17.0,4.0,8.0,39.0,17,20
3331,hash_3331,CC,19.0,3.0,3.0,17.0,19,9
3332,hash_3332,CCC,21.0,5.0,2.0,26.0,21,12
3333,hash_3333,CCCC,25.0,7.0,3.0,27.0,25,15
3334,hash_3334,CCCCC,28.0,3.0,7.0,23.0,28,15
3335,hash_3335,CCCCCC,26.0,4.0,5.0,22.0,26,13
3336,hash_3336,CCCCCCC,14.0,6.0,8.0,17.0,14,17
3337,hash_3337,CCCCCCCC,15.0,6.0,6.0,17.0,15,15
3338,hash_3338,CCCCCCCCC,14.0,3.0,7.0,22.0,14,14
3339,hash_3339,CCCCCCCCCC,17.0,4.0,1.0,17.0,17,8
3340,hash_3340,C,26.0,3.0,5.0,25.0,26,13
3341,hash_3341,CC,18.0,6.0,5.0,16.0,18,14
3342,hash_3342,CCC,16.0,2.0,5.0,19.0,16,11
3343,hash_3343,CCCC,26.0,3.0,10.0,13.0,26,16
3344,hash_3344,CCCCC,18.0,4.0,7.0,24.0,18,16
3345,hash_3345,CCCCCC,19.0,6.0,4.0,21.0,19,14
3346,hash_3346,CCCCCCC,16.0,9.0,7.0,28.0,16,22
3347,hash_3347,CCCCCCCC,25.0,3.0,9.0,28.0,25,18
3348,hash_3348,CCCCCCCCC,22.0,5.0,6.0,20.0,22,15
3349,hash_3349,CCCCCCCCCC,14.0,5.0,11.0,31.0,14,22
3350,hash_3350,C,20.0,4.0,3.0,25.0,20,12
3351,hash_3351,CC,16.0,6.0,6.0,22.0,16,16
3352,hash_3352,CCC,15.0,5.0,4.0,28.0,15,15
3353,hash_3353,CCCC,23.0,7.0,1.0,17.0,23,11
3354,hash_3354,CCCCC,20.0,5.0,7.0,23.0,20,17
3355,hash_3355,CCCCCC,18.0,7.0,6.0,29.0,18,19
3356,hash_3356,CCCCCCC,16.0,2.0,4.0,20.0,16,10
3357,hash_3357,CCCCCCCC,11.0,4.0,7.0,25.0,11,16
3358,hash_3358,CCCCCCCCC,18.0,3.0,7.0,25.0,18,15
3359,hash_3359,CCCCCCCCCC,19.0,6.0,7.0,18.0,19,17
3360,hash_3360,C,14.0,5.0,6.0,23.0,14,16
3361,hash_3361,CC,23.0,6.0,2.0,25.0,23,13
3362,hash_3362,CCC,18.0,5.0,5.0,19.0,18,14
3363,hash_3363,CCCC,26.0,4.0,11.0,27.0,26,20
3364,hash_3364,CCCCC,15.0,3.0,2.0,18.0,15,9
3365,hash_3365,CCCCCC,34.0,8.0,4.0,25.0,34,17
3366,hash_3366,CCCCCCC,16.0,8.0,7.0,26.0,16,20
3367,hash_3367,CCCCCCCC,19.0,7.0,5.0,23.0,19,17
3368,hash_3368,CCCCCCCCC,26.0,9.0,5.0,18.0,26,18
3369,hash_3369,CCCCCCCCCC,25.0,5.0,1.0,17.0,25,9
3370,hash_3370,C,24.0,2.0,5.0,24.0,24,12
3371,hash_3371,CC,11.0,5.0,4.0,29.0,11,15
3372,hash_3372,CCC,20.0,3.0,3.0,25.0,20,11
3373,hash_3373,CCCC,15.0,4.0,1.0,28.0,15,11
3374,hash_3374,CCCCC,22.0,4.0,9.0,22.0,22,17
3375,hash_3375,CCCCCC,15.0,2.0,9.0,23.0,15,16
3376,hash_3376,CCCCCCC,14.0,7.0,5.0,27.0,14,17
3377,hash_3377,CCCCCCCC,28.0,5.0,6.0,19.0,28,15
3378,hash_3378,CCCCCCCCC,20.0,4.0,2.0,20.0,20,10
3379,hash_3379,CCCCCCCCCC,23.0,5.0,2.0,28.0,23,13
3380,hash_3380,C,15.0,3.0,5.0,21.0,15,12
3381,hash_3381,CC,15.0,1.0,5.0,23.0,15,11
3382,hash_3382,CCC,17.0,1.0,5.0,23.0,17,11
3383,hash_3383,CCCC,22.0,1.0,7.0,30.0,22,14
3384,hash_3384,CCCCC,22.0,3.0,2.0,31.0,22,11
3385,hash_3385,CCCCCC,28.0,7.0,3.0,25.0,28,15
3386,hash_3386,CCCCCCC,16.0,10.0,5.0,26.0,16,20
3387,hash_3387,CCCCCCCC,19.0,6.0,7.0,29.0,19,19
3388,hash_3388,CCCCCCCCC,20.0,9.0,3.0,23.0,20,17
3389,hash_3389,CCCCCCCCCC,14.0,2.0,6.0,25.0,14,13
3390,hash_3390,C,22.0,7.0,1.0,25.0,22,13
3391,hash_3391,CC,21.0,1.0,7.0,26.0,21,13
3392,hash_3392,CCC,23.0,11.0,6.0,23.0,23,22
3393,hash_3393,CCCC,19.0,12.0,7.0,15.0,19,22
3394,hash_3394,CCCCC,17.0,6.0,2.0,27.0,17,13
3395,hash_3395,CCCCCC,19.0,6.0,4.0,25.0,19,15
3396,hash_3396,CCCCCCC,21.0,9.0,6.0,31.0,21,21
3397,hash_3397,CCCCCCCC,18.0,4.0,2.0,29.0,18,12
3398,hash_3398,CCCCCCCCC,21.0,4.0,8.0,19.0,21,16
3399,hash_3399,CCCCCCCCCC,27.0,3.0,5.0,17.0,27,11
3400,hash_3400,C,18.0,6.0,2.0,25.0,18,13
3401,hash_3401,CC,19.0,3.0,3.0,29.0,19,12
3402,hash_3402,CCC,19.0,7.0,1.0,31.0,19,14
3403,hash_3403,CCCC,24.0,4.0,4.0,30.0,24,14
3404,hash_3404,CCCCC,18.0,2.0,5.0,23.0,18,12
3405,hash_3405,CCCCCC,18.0,4.0,3.0,20.0,18,11
3406,hash_3406,CCCCCCC,14.0,7.0,2.0,21.0,14,13
3407,hash_3407,CCCCCCCC,20.0,4.0,8.0,23.0,20,17
3408,hash_3408,CCCCCCCCC,17.0,9.0,2.0,32.0,17,17
3409,hash_3409,CCCCCCCCCC,20.0,4.0,6.0,33.0,20,17
3410,hash_3410,C,13.0,3.0,6.0,18.0,13,13
3411,hash_3411,CC,21.0,5.0,5.0,38.0,21,18
3412,hash_3412,CCC,20.0,2.0,3.0,30.0,20,11
3413,hash_3413,CCCC,13.0,2.0,4.0,26.0,13,11
3414,hash_3414,CCCCC,24.0,3.0,4.0,25.0,24,12
3415,hash_3415,CCCCCC,20.0,9.0,5.0,30.0,20,20
3416,hash_3416,CCCCCCC,26.0,4.0,6.0,32.0,26,16
3417,hash_3417,CCCCCCCC,21.0,7.0,4.0,28.0,21,17
3418,hash_3418,CCCCCCCCC,23.0,5.0,0.0,26.0,23,10
3419,hash_3419,CCCCCCCCCC,19.0,5.0,7.0,25.0,19,17
3420,hash_3420,C,15.0,6.0,3.0,29.0,15,15
3421,hash_3421,CC,20.0,4.0,5.0,26.0,20,14
3422,hash_3422,CCC,14.0,3.0,8.0,25.0,14,16
3423,hash_3423,CCCC,23.0,5.0,5.0,30.0,23,16
3424,hash_3424,CCCCC,25.0,5.0,8.0,22.0,25,17
3425,hash_3425,CCCCCC,21.0,9.0,5.0,23.0,21,19
3426,hash_3426,CCCCCCC,18.0,3.0,1.0,34.0,18,11
3427,hash_3427,CCCCCCCC,20.0,7.0,5.0,24.0,20,17
